"GEO_ID","NAME","B27001B_001E","B27001B_001M","B27001B_001MA","B27001B_001EA","B27001B_002E","B27001B_002M","B27001B_002MA","B27001B_002EA","B27001B_003E","B27001B_003M","B27001B_003MA","B27001B_003EA","B27001B_004E","B27001B_004EA","B27001B_004M","B27001B_004MA","B27001B_005E","B27001B_005EA","B27001B_005M","B27001B_005MA","B27001B_006E","B27001B_006EA","B27001B_006M","B27001B_006MA","B27001B_007E","B27001B_007EA","B27001B_007M","B27001B_007MA","B27001B_008E","B27001B_008EA","B27001B_008M","B27001B_008MA","B27001B_009E","B27001B_009EA","B27001B_009M","B27001B_009MA","B27001B_010E","B27001B_010EA","B27001B_010M","B27001B_010MA","B27001B_011E","B27001B_011M","B27001B_011MA","B27001B_011EA","B27001B_012E","B27001B_012EA","B27001B_012M","B27001B_012MA","B27001B_013E","B27001B_013EA","B27001B_013M","B27001B_013MA","B27001B_014E","B27001B_014EA","B27001B_014M","B27001B_014MA","B27001B_015E","B27001B_015EA","B27001B_015M","B27001B_015MA","B27001B_016E","B27001B_016EA","B27001B_016M","B27001B_016MA","B27001B_017E","B27001B_017EA","B27001B_017M","B27001B_017MA","B27001B_018E","B27001B_018EA","B27001B_018M","B27001B_018MA","B27001B_019E","B27001B_019EA","B27001B_019M","B27001B_019MA","B27001B_020E","B27001B_020EA","B27001B_020M","B27001B_020MA","B27001B_021E","B27001B_021EA","B27001B_021M","B27001B_021MA","B27001B_022E","B27001B_022EA","B27001B_022M","B27001B_022MA","B27001B_023E","B27001B_023EA","B27001B_023M","B27001B_023MA","B27001B_024E","B27001B_024EA","B27001B_024M","B27001B_024MA","B27001B_025E","B27001B_025EA","B27001B_025M","B27001B_025MA","B27001B_026E","B27001B_026EA","B27001B_026M","B27001B_026MA","B27001B_027E","B27001B_027EA","B27001B_027M","B27001B_027MA","B27001B_028E","B27001B_028EA","B27001B_028M","B27001B_028MA",
"0500000US05007","Benton County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05031","Craighead County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05045","Faulkner County, Arkansas","14931","1435","null","null","780","714","null","null","780","714","null","null","0","null","206","null","3147","null","1165","null","2789","null","1115","null","358","null","410","null","3508","null","534","null","2400","null","759","null","1108","null","664","null","1316","749","null","null","1210","null","714","null","106","null","145","null","2862","null","943","null","2435","null","1103","null","427","null","489","null","994","null","590","null","597","null","459","null","397","null","421","null","1197","null","615","null","844","null","561","null","353","null","525","null","1127","null","632","null","1127","null","632","null","0","null","206","null","0","null","206","null","0","null","206","null","0","null","206","null",
"0500000US05051","Garland County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05069","Jefferson County, Arkansas","35809","1568","null","null","3006","545","null","null","2923","566","null","null","83","null","112","null","5778","null","1233","null","5309","null","1255","null","469","null","324","null","5225","null","874","null","4325","null","853","null","900","null","688","null","4137","822","null","null","3839","null","877","null","298","null","307","null","3398","null","661","null","3080","null","621","null","318","null","350","null","4151","null","274","null","4132","null","274","null","19","null","41","null","4853","null","230","null","4655","null","431","null","198","null","310","null","3468","null","163","null","3468","null","163","null","0","null","206","null","1793","null","96","null","1793","null","96","null","0","null","206","null",
"0500000US05085","Lonoke County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05119","Pulaski County, Arkansas","144745","2418","null","null","13588","1435","null","null","13395","1411","null","null","193","null","311","null","27010","null","2183","null","25971","null","2268","null","1039","null","901","null","14938","null","1505","null","12076","null","1828","null","2862","null","1267","null","20322","1163","null","null","17239","null","1595","null","3083","null","1213","null","19711","null","331","null","17852","null","956","null","1859","null","905","null","17032","null","238","null","15300","null","844","null","1732","null","784","null","16843","null","292","null","15341","null","1172","null","1502","null","1100","null","10727","null","217","null","10537","null","351","null","190","null","310","null","4574","null","249","null","4574","null","249","null","0","null","206","null",
"0500000US05125","Saline County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05131","Sebastian County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05143","Washington County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05145","White County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
